url,google_index,page_rank,web_traffic,nb_hyperlinks,domain_age,phish_hints,ratio_extHyperlinks,ratio_intHyperlinks,longest_word_path,longest_words_raw,status_boolean
http://emwave.cn:6080/index.php?sid=1732858baf4fcd303c&amp;tid=0&amp;lid=0&amp;retid=227173762&amp;unautologin=1,1,0,0,17,-1,1,0.058823529,0.941176471,18,18,1
http://www.domain.com/,0,6,8315,95,9522,0,0.094736842,0.905263158,0,6,0
http://u1047531.cp.regruhosting.ru/acces-inges-20200104-t452/d128c,1,2,188429,10,4478,0,0.7,0.3,8,12,1
https://www.kannustalo.fi/,0,4,6293604,114,6593,0,0.938596491,0.061403509,0,10,0
http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/,1,0,0,9,1454,0,0.666666667,0.333333333,0,17,1
http://het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/b32eb9b4e80af65ebc22006e39e5db9d,1,0,0,44,276,1,0.022727273,0.977272727,49,49,1
http://google.vipcentr.ru,1,0,6418275,12,7446,0,1.0,0.0,0,8,1
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/476b97ed415a584,1,0,5697976,51,3992,0,0.0,1.0,15,15,1
http://project-seminars.com/q/error-correction-and-detection-in-computer-network-seminar,1,0,0,12,-1,0,0.25,0.75,10,10,0
http://tholle.co.za/BEST/login.php,1,1,0,7,605,1,0.142857143,0.857142857,5,6,1
http://filedotard.yolasite.com/,1,3,0,24,4489,1,0.083333333,0.916666667,0,10,1
https://www.aylshamcomputers.co.uk/,0,2,0,26,5233,0,0.615384615,0.384615385,0,16,0
http://testinternetspeed.org/,0,4,2024745,18,4190,0,0.388888889,0.611111111,0,17,0
http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/476b97ed415a584/?cmd=_update&dispatch=476b97ed415a584a5&locale=_US,1,0,5707171,51,3992,0,0.0,1.0,17,17,1
http://www.lor-astma.ru/,0,2,5973329,85,5545,0,0.047058824,0.952941176,0,5,0
http://laberrash.webcindario.com/app/facebook.com/?lang=de&key=3W5qsIgrnqilwnj1n4Eawr5UVtviTiB1lWDjoKedj1LwdsGH5GE6lSTLnoclGhzgEkoIi1j0QG9dtDJUeXtV0uATKUu2feqjAjc1JRf8G3hOaYpgwUsGTAazVbrNnbMFcYAO7A3GUcEXTKbOXPZAxOAMiZvbkKTed1x38EAv9lHUhqkNRVJZ3rGrM6XlHrFUB0hd7H2q,1,3,17964,1,7083,0,1.0,0.0,200,200,1
https://plus.google.com/+Mp3clan,1,10,1,1,8350,0,1.0,0.0,8,8,0
http://www.citraindah-city.com/Doc/zip/secure/42e1f17e0ce6e62108ca70bb64525616/,1,0,0,0,1534,0,0.0,0.0,32,32,1
http://faktor.rs/nasulaz/images/cp/index.php,1,2,8262038,0,-1,1,0.0,0.0,7,7,1
http://poedb.tw,0,4,11746,984,2168,0,0.239837398,0.7601626020000001,0,5,0
http://secureupdate.appleld.com.duilawyeryork.com/ap/c4c8a5597627649/?cmd=_update&dispatch=c4c8a559762764967&locale=_US,1,0,5697976,51,3992,0,0.0,1.0,17,17,1
http://www.takesaspark.com/wp-active/minx/png/secure/filewords/,1,0,0,0,255,1,0.0,0.0,9,11,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/2ff2fc79504f310/?cmd=_update&dispatch=2ff2fc79504f310b3&locale=_,1,0,5707171,51,3993,0,0.0,1.0,17,17,1
http://www.xinzhu08.com/images/instructions/up/,1,0,0,193,503,1,0.202072539,0.7979274609999999,12,12,1
http://www.consumerreports.org/cro/digital-cameras/buying-guide,1,6,3754,144,8435,0,0.104166667,0.895833333,7,15,0
https://www.newegg.com/Product/Product.aspx?Item=N82E16833588001,0,7,629,144,7478,0,0.104166667,0.895833333,15,15,0
http://nortiainteriors.com.au/wp-content/plugins/fresco-master/js/61cdb4adfa677f735fd0e0e40c12abd2/way.php,1,0,0,4,-1,4,0.25,0.75,32,32,1
https://www.biostars.org/p/15879/,0,5,71671,146,-1,0,0.068493151,0.931506849,5,8,0
https://solitariospider.es,0,1,60725,13,-1,0,0.076923077,0.923076923,0,15,0
https://www.moderncoinmart.com/,0,3,169911,543,5337,0,0.0055248619999999,0.994475138,0,14,0
https://suspended-profiles.blogspot.com/,1,5,0,11,7296,0,1.0,0.0,0,9,1
http://betasusgirdi.blogspot.com,1,5,0,14,7295,0,0.928571429,0.071428571,0,12,1
http://plataformaeducativa.se.jalisco.gob.mx/elpunto/profiles/redame,0,5,14605,0,8916,0,0.0,0.0,8,19,1
http://www.bolong3d.com/cs/,1,2,0,0,4265,0,0.0,0.0,2,8,1
http://baradua.it/wp/wp-content/plugins/MADE/files/top.html,1,1,0,10,2235,4,0.4,0.6,7,7,1
https://www.portalgramadonews.com.br/,0,2,2965628,73,-1,0,0.356164384,0.643835616,0,17,0
https://vzrew.creatorlink.net/,0,3,22884,127,2301,0,0.05511811,0.94488189,0,11,1
http://www.decaturilbgc.com/ckeditor/themes/default/plwestern.ph.com/citingwast/welcome/welcome/,1,3,0,220,4097,1,0.704545455,0.295454545,10,12,1
http://templat65sldh.myfreesites.net/,1,1,341948,47,1950,1,1.0,0.0,0,13,1
http://2c3262d59d2716553.tempsite.link/Z0FE3F3AZS2AZ3/64542E98RD5A6DSAZF5R8RZ/6DE3ZF6RZGZED5/TRY+FZFPFEZMD/TRACKINGNUMBER/,1,0,3273064,20,496,1,0.0,1.0,23,23,1
http://www.ipadable.com/20-best-ipad-apps-for-downloading-free-music/,1,2,1546214,46,-1,0,0.565217391,0.434782609,11,11,0
http://www.clevelandclinicmeded.com/medicalpubs/diseasemanagement/neurology/peripheral-neuropathy/,0,5,264522,87,7530,0,0.045977011,0.954022989,17,20,0
https://www.top10mealdeliveryservices.com/,0,3,672283,29,1594,0,0.379310345,0.620689655,0,25,0
http://www.woodlandtrust.org.uk,0,5,71252,307,8227,0,0.013029316,0.986970684,0,13,0
http://www.aiseesoft.com/multimedia-software-ultimate.html,0,4,59591,123,4444,0,0.073170732,0.926829268,10,10,0
https://www.lparetail.com/,0,4,0,42,7932,0,0.357142857,0.642857143,0,9,0
http://www.sparknotes.com/math/algebra1/inequalities/section4.rhtml,1,5,2939,89,7812,0,0.146067416,0.853932584,12,12,0
http://6-one.com.tw/includes/BUYERSTATUS/site/specification/GlobalSources/GlobalSources/GlobalSources/index.html,1,1,0,0,5438,2,0.0,0.0,13,13,1
http://www.camaranmt.rs.gov.br/index.php,0,1,0,40,-1,0,0.45,0.55,5,9,0
http://htl.li/kL5q30q5utK,1,4,3014313,0,-1,0,0.0,0.0,11,11,1
http://nodered.org/,0,5,53192,89,2504,0,0.146067416,0.853932584,0,7,0
https://login.microsoftonline.com/aa687de1-52b4-4b91-9b35-794eba4fd892/oauth2/authorize?client_id=00000003-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code%20id_token&resource=00000003-0000-0ff1-ce00-000000000000&scope=openid&nonce=F8E39448E7F455909658C6541B1D4188B5AF5FF41A82B0C7-76F2FDDAB526860B987CC05525FB5D9EF62A21217264DAAAEC8765DBF0C7B204&redirect_uri=https:%2F%2Fossm-my.sharepoint.com%2F_forms%2Fdefault.aspx&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&client-request-id=be6a829e-c01e-6000-e679-24fcba0302ac,1,4,30,12,6591,1,0.666666667,0.333333333,64,64,0
https://www.tm.org/,0,6,259358,127,-1,0,0.007874016,0.992125984,0,3,0
https://www.adorable-kids.com/Default.asp,1,2,2396418,113,4364,0,0.07079646,0.92920354,7,8,0
http://www.analytics-ninja.com/,0,4,581047,84,4029,0,0.321428571,0.6785714290000001,0,9,0
http://www.wikihow.com/Identify-Passive%E2%80%90Aggressive-Behavior,0,6,184,269,5887,0,0.115241636,0.8847583640000001,12,12,0
http://www.webappsec.org/press_releases/pr_011506.shtml,0,5,557365,2,6564,0,0.0,1.0,8,9,0
http://en.academic.ru/dic.nsf/enwiki/6188698,1,3,2336,71,7160,0,0.056338028,0.943661972,7,8,0
https://1-20-29jngh9ok.vercel.app/,1,2,0,0,190,0,0.0,0.0,0,9,1
https://careers.vic.gov.au/career-pathways/graduates-1914,0,3,92156,66,-1,0,0.484848485,0.515151515,9,9,0
http://www.keyword-suggestions.com/b3NpIG1vZGVsIGZvciBkdW1taWVz/,1,4,2995662,184,-1,0,0.331521739,0.668478261,28,28,0
https://ru.wikipedia.org/wiki/Fiber_to_the_x,0,7,12,315,7130,0,0.101587302,0.898412698,5,9,0
https://sourceforge.net/projects/espeak/,0,7,436,292,7658,0,0.02739726,0.97260274,8,11,0
https://sma.naturealtree.com/rk?uv=Z4NwlHBmcGKclX54lp6XaHd1YKCDomZmbmKjY31y/abuse@ethz.ch,0,0,0,32,250,0,0.40625,0.59375,40,40,1
https://www.yelp.com/search?find_desc=Best+Internet+Service+Provider&find_loc=Seattle%2C+WA,0,8,422,282,6065,0,0.574468085,0.425531915,30,30,0
http://www.cs.princeton.edu/courses/archive/spr11/cos423/Lectures/NP-completeness.pdf,0,6,5943,0,12168,0,0.0,0.0,12,12,0
http://www.idownloadblog.com/2014/06/03/peer-to-peer-airplay/,0,5,12371,97,3733,0,0.237113402,0.7628865979999999,7,13,0
http://www.roliga.nu/wp-content/themes/.a/,1,0,0,4,569,3,0.5,0.5,7,7,1
http://setuprouter.com/router/smartrg/sr500n/manual-1242.pdf,0,4,41143,0,5271,0,0.0,0.0,7,11,0
http://start.qone8.com/web/?hl=us&q=Buspar%20and%20Weight%20Gain,1,2,817298,40,2687,0,0.1,0.9,8,8,0
http://www.shadetreetechnology.com/V4/validation/ec00ec94f8dac93d22fe4fa63b0d67b8,1,2,0,30,5766,0,0.033333333,0.966666667,32,32,1
http://www.dictionary.com/browse/commander,0,6,690,132,9205,0,0.212121212,0.787878788,9,10,0
http://mailonlineverificationlogindomainattaccounts.weebly.com/,1,7,0,52,5243,1,0.019230769,0.980769231,0,44,1
http://www.dafont.com/computerfont.font,0,6,726,0,7222,0,0.0,0.0,12,12,0
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/08e15334953fdade8356f27b07e32380/remboursement.php,1,0,0,123,2048,3,0.926829268,0.073170732,32,32,1
http://www.cannonscombine.com/,0,1,0,67,932,0,0.044776119,0.955223881,0,14,0
https://seconfin.com/ab/CNC/en.php?.rand=13InboxLight.aspx?n=1774256418&email=JTAl&fid=1&fid=4&rand=13InboxLightaspxn.1774256418#n=1252899642&fid=1&fav=1,1,0,0,1,-1,0,0.0,1.0,17,17,1
http://www.businessdictionary.com/definition/transaction-cost-theory.html,0,5,10631,106,7523,0,0.245283019,0.754716981,11,18,0
http://www.weregeek.com/,0,4,135943,33,-1,0,0.787878788,0.212121212,0,8,0
https://redlinerecruitment353-my.sharepoint.com:443/:o:/g/personal/beverley_latham_redlinerecruitment_com/ElyngIkQ5UFBqvWGcSQwTt4B1NJgNTT_LJ45LR_Y-735Iw?e=5%3aJitV78&amp;at=9,1,4,0,7,8018,0,1.0,0.0,31,31,1
https://www.scribd.com/doc/87176689/Master-AP-Gov-NSL-Vocab-List-950-terms-WITH-definitions-v1-0,0,7,282,63,5049,0,0.301587302,0.6984126979999999,11,11,0
http://03418f6.netsolhost.com/FF7AADF203DF6C7A0B7C8A74B8164E55/?sec=Milka%20Gostovic,1,4,50100,0,5784,0,0.0,0.0,32,32,1
http://anvietpro.com/de/red.html,1,0,0,0,4182,0,0.0,0.0,4,9,1
http://www.trend-chaser.com/,0,4,61726,39,4715,0,0.358974359,0.641025641,0,6,0
http://www.bernernotar.ch/seiten/home/?oid=50&lang=de,1,3,0,150,-1,0,0.026666667,0.973333333,6,11,0
http://www.strictlyglamour.com/,0,2,2892561,107,3900,0,0.046728972,0.953271028,0,15,0
http://www.thefreedictionary.com/firewall,0,6,0,250,6260,0,0.112,0.888,8,17,0
http://www.namestation.com/domain-search,0,4,46830,264,5886,0,0.083333333,0.916666667,6,11,0
http://elm-hashtoom.blog.ir,0,3,0,319,-1,0,0.003134796,0.996865204,0,8,0
http://staging.dev.xn--blockchin-c2d.com/,1,0,0,465,165,0,0.064516129,0.935483871,0,9,1
https://www.youtube.com/watch?v=iM3PBcenzz8,0,10,2,52,5640,0,0.442307692,0.557692308,11,11,0
https://www.phenomenologylab.eu/wp-includes/js/jquery/ui/x1x/v4/09d25f03c8bcc8e/email.php,1,2,0,26,-1,3,0.0,1.0,15,16,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/ee1f63b48ab17cc?cmd=_update&dispatch=ee1f63b48ab17cc3f&locale=_,1,0,5707171,51,3993,0,0.0,1.0,17,17,1
http://www.teebweb.org/,0,5,1062972,90,-1,0,0.1555555559999999,0.8444444440000001,0,7,0
https://www.facebook.com/nbcnightlynews,0,10,8,53,8520,0,0.377358491,0.622641509,14,14,0
http://fu-cck.tumblr.com,0,8,0,67,5159,0,0.208955224,0.7910447759999999,0,6,0
http://gg.gg/PrimeroTuSalud,1,6,19406,38,-1,0,0.052631579,0.947368421,14,14,1
http://www.manuelenriquesalonyspa.com/filewords/,1,0,0,1,1466,0,1.0,0.0,9,22,1
https://paypal-support-help-inc.blogspot.be/?m=1,1,3,0,28,6382,0,0.964285714,0.035714286,1,8,1
http://www.instructables.com/id/Keyboard-Cat/,0,7,1290,203,5509,0,0.0591133,0.9408867,8,13,0
http://mobiliablog.com.au/bin/mySign%20in%20-%20Adobe%20File.html,1,0,0,4,-1,0,0.0,1.0,7,11,1
http://secureupdate.appleld.com.duilawyeryork.com/ap/716e5414b8e87fd,1,0,5828815,4,4004,0,0.0,1.0,15,15,1
https://www.gayhotmovies.com/studio/4391/Icon-Male/,0,3,448264,108,-1,0,0.231481481,0.768518519,6,12,0
http://mail.yasmijnwestenberg.nl/~u43730p39181/pki-validation,1,0,0,0,561,0,0.0,0.0,13,17,1
http://www.sleepbox.co.uk/,0,4,8888670,30,3154,0,0.566666667,0.433333333,0,8,0
https://www.shriramproperties.com/home/,0,2,210090,36,3898,0,0.361111111,0.638888889,4,17,0
https://www.studiosamo.it/,0,3,320352,126,3890,0,0.261904762,0.738095238,0,10,0
http://www.jewishvirtuallibrary.org/jsource/History/partition.html,1,5,39563,99,7224,1,0.242424242,0.757575758,9,20,0
https://galapsdone.imfast.io/,0,0,138859,0,1079,0,0.0,0.0,0,10,1
http://www.east38.com/content/102/shippingdoc.htm?check=3,1,3,0,4,4088,1,0.0,1.0,11,11,1
http://musica-s.es,0,2,0,112,-1,0,0.071428571,0.928571429,0,6,0
http://betpergir4.blogspot.com,1,5,0,14,7295,0,0.928571429,0.071428571,0,10,1
https://www.miairsoft.org/index.php?PHPSESSID=bdf0358a8eef04e44dc5ad4d41be389d;wwwRedirect,0,2,6417540,13,1963,0,0.307692308,0.692307692,44,44,0
http://www.cs.columbia.edu/~hgs/teaching/ais/slides/2003/sip_long.pdf,0,7,2793,0,12805,0,0.0,0.0,8,8,0
http://dry.sailingissues.com/us-international-keyboard-layout.html,0,5,1006585,35,7354,0,0.628571429,0.371428571,13,13,0
https://www.youtube.com/watch?v=DDnULVBcmkk,0,10,2,52,5639,0,0.442307692,0.557692308,11,11,0
https://twitter.com/impact_events,0,10,63,25,7489,0,0.48,0.52,6,7,0
https://betasusgiris11.blogspot.com/,1,5,0,13,7295,0,0.923076923,0.076923077,0,14,1
http://www.dalagatan.se/,0,1,0,40,3166,0,0.575,0.425,0,9,0
http://bdo-onlineverify.com/,1,0,0,0,5,0,0.0,0.0,0,12,1
http://werhawslink.com/r/2d39d8ae-b6e1-4a67-9c93-b3b0947aa482/37/23780_27/82_386408_1324_852371_md,1,0,1027982,0,-1,0,0.0,0.0,12,12,1
http://www.shadetreetechnology.com/V4/validation/dccbe2b3511f77a0f7faac1de0e75b2e,1,2,0,30,5767,0,0.033333333,0.966666667,32,32,1
http://serviceunit3.myfreesites.net,1,1,341948,47,1950,1,1.0,0.0,0,12,1
http://shatorupa.com/receipe/micro/adobe/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,1,2,7232787,7,7967,1,0.0,1.0,30,30,1
https://en.wiktionary.org/wiki/segment,0,5,618,542,6430,0,0.0867158669999999,0.913284133,7,10,0
http://51jianli.cn/images/,0,0,0,5,-1,1,0.6,0.4,6,8,1
http://www.pracujauzivej.cz/Portalserver/signin/,1,1,0,21,-1,1,0.333333333,0.666666667,12,13,1
http://isabellacano.com/files/Aliyun.htm,1,0,0,4,2604,0,0.0,1.0,6,12,1
http://www.ectraining.com.hk/B885/b885tc.doc,0,0,6482502,0,-1,0,0.0,0.0,6,10,0
http://mupeci.net/assets/5,1,0,0,25,2179,0,0.0,1.0,6,6,1
http://www.dotartprinting.com/css/img/attachment.html,1,0,0,0,343,1,0.0,0.0,10,14,1
http://internetofthingsagenda.techtarget.com/definition/mesh-network-topology-mesh-network,0,5,2190,130,7615,0,0.3769230770000001,0.623076923,10,22,0
http://luckypsychichut.blogspot.com/,0,5,0,83,7297,0,0.5301204820000001,0.469879518,0,15,0
https://www.circsource.com/store/storehomepage.html,1,3,3317498,43,4664,0,0.046511628,0.953488372,13,13,0
https://www.deaf-forever.de/,0,3,163093,4,-1,0,0.5,0.5,0,7,0
https://cbgverzamelingen.nl/,0,4,6126546,31,1557,0,0.258064516,0.7419354840000001,0,16,0
http://yovcxm.com/chase/Chase/ef195f766730a0948243465f61f8ac8d/,1,0,0,48,-1,0,0.0,1.0,32,32,1
http://honda4fun.com/plugins/Oregonstate.html,1,3,7601391,7,-1,1,1.0,0.0,11,11,1
http://startup-prodigy.com/doc/login.php,1,0,0,15,847,1,0.0,1.0,5,7,1
http://www.feitoparavoce-digital.com/,1,0,0,5,97,0,1.0,0.0,0,13,1
http://argogroupus-com-dot-gl494903049.wl.r.appspot.com/,1,5,0,0,5626,0,0.0,0.0,0,11,1
https://mnnxd.app.link/qBwTPsRpQ5?platform=hootsuite,1,3,4365,0,1953,0,0.0,0.0,10,10,1
http://singapore.recruit.net/search-interactive-media-designer-jobs,0,4,24609,266,8823,0,0.248120301,0.7518796990000001,11,11,0
https://o365apps.oa.r.appspot.com/jim@thejimburkefamily.com,1,5,0,22,5626,0,0.818181818,0.181818182,17,17,1
http://www.gsk-mozirje.si/wp-content/plugins/wpsecone/file/,1,2,0,10,3228,4,1.0,0.0,8,8,1
https://fr.imsly.com/direct/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL2ltcHJlc3Npb24ucGhwL2YzNmZhYzcyMTM5Y2Y2NC8_bGlkPTExNSZwYXlsb2FkPSU3QiUyMnNvdXJjZSUyMiUzQSUyMmpzc2RrJTIyJTdE,1,1,0,6,4967,0,0.333333333,0.666666667,75,75,1
http://vcom.vipcentr.ru,1,0,6418275,12,7446,0,1.0,0.0,0,8,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/e0a8f8c89259c0d/?cmd=_update&dispatch=e0a8f8c89259c0d9b&locale=_US,1,0,5816617,4,4003,0,0.0,1.0,17,17,1
https://au.indeed.com/Peer-Support-jobs,0,6,133,283,8149,0,0.109540636,0.890459364,7,7,0
http://www.geekinterview.com/question_details/66711,0,4,101301,155,5633,1,0.129032258,0.870967742,8,13,0
https://y80yyxccn.df.r.appspot.com/jim@thejimburkefamily.com,1,5,0,21,5627,0,0.80952381,0.19047619,17,17,1
http://www.j-books.jp/cs/,1,0,0,0,3319,0,0.0,0.0,2,5,1
https://pa.bladeofgras.com/mp/english%20newchn/newchn/index.php,1,0,0,9,3325,0,0.0,1.0,8,11,1
http://www.apnasukkur.com/shopkeeper/banner/Index.htm,1,0,0,8,939,0,0.875,0.125,10,10,1
http://interbahisgirisadres2020.blogspot.com,1,5,0,14,7295,0,0.928571429,0.071428571,0,24,1
http://megapelisgratis.blogspot.com/,0,5,2799686,47,7299,0,0.787234043,0.212765957,0,15,0
http://www.ilovefreesoftware.com/21/windows-10/best-file-managers-windows-10.html,0,4,52436,38,4093,0,0.5,0.5,8,17,0
https://hellers-com-dot-gl494903049.wl.r.appspot.com/,1,5,0,0,5627,0,0.0,0.0,0,11,1
https://www.powr.io/plugins/form-builder/view/23439616?mode=page,1,5,10149,18,2428,2,0.166666667,0.833333333,8,8,1
http://data.worldbank.org/indicator/EG.ELC.LOSS.ZS,0,7,2069,66,10570,0,0.166666667,0.833333333,9,9,0
https://techterms.com/definition/command_line_interface,0,5,20677,52,7185,0,0.019230769,0.980769231,10,10,0
http://www.agame.com/games/multiplayer,0,4,6413,248,7991,0,0.189516129,0.810483871,11,11,0
http://138.36.41.142/,0,0,0,40,-1,0,0.05,0.95,3,3,1
http://www.theuniversitystore.in/sheuniversit/dhlexpress/autofil/id.php,1,0,8796499,53,-1,0,0.0,1.0,12,18,1
https://www.theverge.com/2016/10/20/13351870/new-dinosaur-species-savannasaurus-australia-discovery-titanosaur-sauropod,0,7,582,165,7927,0,0.448484848,0.551515152,13,13,0
http://bowmanconsultinggroup-my.sharepoint.com/:b:/g/personal/rbennett_bowmanconsulting_com/EVTdtEH1IU1LoyyBZJv-0lQBQthXG9De7FHgSMB0Uto5vw?e=4:PwCnqu&amp;at=9,1,4,0,26,8019,0,0.884615385,0.115384615,26,26,1
http://www.iranhiv.com/,0,2,3183602,104,5416,0,0.038461538,0.961538462,0,7,0
https://www.newsrimini.it/,0,4,760073,243,7071,0,0.102880658,0.897119342,0,10,0
https://user67509874097802.el.r.appspot.com/app/index,1,5,0,21,5614,0,0.80952381,0.19047619,5,18,1
http://silvadog.000webhostapp.com/drpbx/DropNewVasion/Fresh/index.html,1,2,4639,48,1546,0,0.0625,0.9375,13,13,1
http://paypal.co.uk.session23406304fd15e72e65304c141af8898f117.33s3.smoz.us/0-0/106304fd15e72e65304c141af8898f117/,1,0,0,0,-1,0,0.0,0.0,33,42,1
http://www.antimoon.com/forum/t5473.htm,0,5,122063,29,7296,0,0.137931034,0.8620689659999999,5,8,0
http://sucursalpersonastransaccionesbancolombiacom.small-business-solutions.biz/,1,0,0,0,-1,0,0.0,0.0,0,43,1
http://ugovlahovic.hr/wp-content/upgrade/--/EN-OTP/2020/Login,1,0,0,7,1629,3,1.0,0.0,7,11,1
http://gpuboss.com/compare-gpus,0,4,54936,114,2730,0,0.026315789,0.973684211,7,7,0
http://www.servisolsun.com/wp-content/uploads/order/optimum/login.php,1,1,1493278,7,750,3,0.142857143,0.857142857,7,11,1
https://www.ccdntech.com/,0,2,1287255,75,6142,0,0.106666667,0.893333333,0,8,0
https://fndtmc.com/,0,0,0,40,931,0,0.3,0.7,0,6,1
http://heppler.ch.net2care.com/https//admin.hostpoint.ch/a7759c7e6734e26f4b78cf6526eb95cf/,1,1,0,0,359,1,0.0,0.0,32,32,1
http://www.currencyconverter.co.uk/currencies/nicaragua-cordobas090326155555,0,3,687004,8,7547,0,0.625,0.375,20,20,0
http://www.attengo.co.il/,0,2,2676195,47,-1,0,0.574468085,0.425531915,0,7,0
http://www.ranker.com/list/full-cast-of-dynasty-cast-list-for-the-show-dynasty/reference,0,7,2183,308,7413,0,0.029220779,0.970779221,9,9,0
http://www.spaceandmotion.com/philosophy-voltaire-ideas-quotes.htm,0,4,1815693,24,6708,0,0.75,0.25,10,14,0
http://wesee.wikispaces.com/popsiclebridge,0,5,0,22,5634,0,0.0,1.0,14,14,0
https://www.divine-pride.net/,0,3,89484,165,3251,0,0.048484848,0.951515152,0,6,0
https://www.lithan.com/international/,0,2,227086,45,3624,0,0.333333333,0.666666667,13,13,0
https://www.cnet.com/internet-speed-test/,1,7,148,367,9635,0,0.5013623979999999,0.498637602,8,8,0
http://loanemicalculators.com/AT_Secured/index.php/proxy,1,1,0,13,295,0,0.7692307690000001,0.230769231,7,18,1
http://floydianwaters.blogspot.com/,0,5,0,75,7296,0,0.56,0.44,0,14,0
https://shitpostgenerator.tumblr.com/#_=_,0,8,9506221,51,5160,0,0.196078431,0.8039215690000001,1,17,0
http://storiesface.000webhostapp.com/,1,2,4669,44,1546,0,0.454545455,0.545454545,0,13,1
https://www.multichain.com/,0,5,213039,38,2906,0,0.105263158,0.894736842,0,10,0
https://www.seattlespermbank.com/,0,4,1204909,45,4652,0,0.222222222,0.7777777779999999,0,16,0
http://www.santamariadelmar.es/,0,2,0,86,-1,0,0.651162791,0.348837209,0,16,0
http://betasusgiri.blogspot.com,1,5,0,14,7295,0,0.928571429,0.071428571,0,11,1
http://voicemail365.nn.r.appspot.com/,1,5,0,21,5616,0,0.80952381,0.19047619,0,12,1
http://www.pure-mac.com/ftp.html,0,5,756841,190,7806,0,0.168421053,0.831578947,4,4,0
